sales_sk,invoice_dt_sk,customer_no,cases,unit_price,ext_net,ext_cost,ext_participation,cqd_amt,order_no,invoice_no,site,item_no,sales_channel,order_status,shipment_date,delivery_date,customer_type,sales_rep_id
21-0000006-0001009-1-040202,2022-02-07,21-0000006,2,23,276,249,25,17,998,1009,21,40202,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
29-0000002-0003559-1-040202,2022-05-16,29-0000002,2,23,276,249,17,20,3546,3559,29,40202,Online,Completed,2024-02-27,2024-03-03,Business,2046
06-0000001-0006161-1-040202,2022-09-30,06-0000001,2,23,276,249,10,25,6148,6161,6,40202,Mobile App,Completed,2024-02-28,2024-03-04,Returning,2047
08-0000001-0004240-1-040202,2023-08-03,08-0000001,2,23,276,249,7,25,4227,4240,8,40202,In-Store,Pending,-,-,New,2048
32-0000001-0007678-1-040202,2023-10-08,32-0000001,2,23,276,249,5,12,7665,7678,32,40202,Online,Completed,2024-03-02,2024-03-06,VIP,2049
29-0000004-0004329-1-040202,2023-12-05,29-0000004,2,23,276,249,7,17,4316,4329,29,40202,Mobile App,Completed,2024-03-03,2024-03-07,Business,2050
01-0000001-0001929-1-040202,2022-09-13,01-0000001,15,23,2070,1863,130,93,1916,1929,1,40202,Online,Completed,2024-01-02,2024-01-05,Returning,2001
12-0000010-0001635-1-040202,2022-12-27,12-0000010,15,23,2070,1863,130,93,1622,1635,12,40202,Mobile App,Completed,2024-01-04,2024-01-07,New,2002
29-0000004-0005185-1-040202,2023-10-13,29-0000004,15,23,2070,1863,186,130,5172,5185,29,40202,In-Store,Completed,2024-01-05,2024-01-09,VIP,2003
04-0000008-0002799-1-040202,2023-11-11,04-0000008,15,23,2070,1863,130,186,2786,2799,4,40202,In-Store,Completed,2024-01-07,2024-01-10,Returning,2001
34-0000006-0003972-1-040202,2022-02-10,34-0000006,28,23,3864,3478,104,209,3959,3972,34,40202,Online,Completed,2024-01-08,2024-01-12,New,2005
01-0000056-0000557-1-040202,2022-07-31,01-0000056,28,23,3864,3478,243,243,546,557,1,40202,Mobile App,Completed,2024-01-09,2024-01-13,VIP,2006
21-0000005-0000752-1-040202,2022-06-07,21-0000005,41,23,5658,5093,255,509,741,752,21,40202,Online,Canceled,-,-,Business,2007
03-0000001-0001491-1-040202,2023-11-14,03-0000001,41,23,5658,5093,255,306,1478,1491,3,40202,In-Store,Completed,2024-01-12,2024-01-15,Returning,2008
08-0000001-0005791-1-040202,2023-02-02,08-0000001,4,23,552,497,15,25,5778,5791,8,40202,In-Store,Completed,2024-01-13,2024-01-17,New,2009
01-0000036-0006752-1-040202,2023-02-15,01-0000036,4,23,552,497,50,45,6739,6752,1,40202,Online,Completed,2024-01-15,2024-01-18,VIP,2010
29-0000004-0007748-1-040202,2023-06-14,29-0000004,4,23,552,497,25,30,7735,7748,29,40202,Mobile App,Pending,-,-,Returning,2011
01-0000038-0002341-1-040202,2022-01-26,01-0000038,17,23,2346,2112,63,169,2328,2341,1,40202,Online,Completed,2024-01-18,2024-01-22,Business,2012
01-0000012-0000525-1-040202,2022-06-05,01-0000012,17,23,2346,2112,84,127,514,525,1,40202,In-Store,Completed,2024-01-19,2024-01-23,VIP,2013
01-0000036-0005136-1-040202,2022-09-24,01-0000036,17,23,2346,2112,42,127,5123,5136,1,40202,Online,Returned,2024-01-21,2024-01-24,Returning,2014
01-0000029-0000069-1-040202,2022-06-29,01-0000029,30,23,4140,3726,75,224,66,69,1,40202,Mobile App,Completed,2024-01-22,2024-01-26,New,2015
11-0000002-0003125-1-040202,2022-07-09,11-0000002,30,23,4140,3726,186,261,3112,3125,11,40202,Online,Completed,2024-01-24,2024-01-28,Returning,2016
04-0000008-0002513-1-040202,2024-01-12,04-0000008,30,23,4140,3726,112,186,2500,2513,4,40202,In-Store,Completed,2024-01-25,2024-01-29,VIP,2017
12-0000010-0001741-1-040202,2022-03-21,12-0000010,6,23,828,746,22,75,1728,1741,12,40202,In-Store,Completed,2024-01-26,2024-01-30,New,2018
06-0000001-0005174-1-040202,2023-06-12,06-0000001,6,23,828,746,37,60,5161,5174,6,40202,Online,Completed,2024-01-28,2024-02-01,Business,2019
12-0000012-0003342-1-040202,2024-01-16,12-0000012,6,23,828,746,37,60,3329,3342,12,40202,Mobile App,Completed,2024-01-29,2024-02-02,Returning,2020
11-0000001-0006585-1-040202,2022-07-15,11-0000001,19,23,2622,2360,165,118,6572,6585,11,40202,Online,Completed,2024-02-01,2024-02-05,New,2021
08-0000001-0008105-1-040202,2022-09-18,08-0000001,19,23,2622,2360,94,165,8092,8105,8,40202,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
02-0000003-0004529-1-040202,2023-01-21,02-0000003,19,23,2622,2360,165,212,4516,4529,2,40202,In-Store,Pending,-,-,Returning,2023
02-0000003-0008104-1-040202,2023-02-21,02-0000003,32,23,4416,3975,80,398,8091,8104,2,40202,Online,Completed,2024-02-04,2024-02-08,Business,2024
21-0000005-0000887-1-040202,2023-05-22,21-0000005,32,23,4416,3975,80,278,876,887,21,40202,Mobile App,Canceled,-,-,New,2025
02-0000004-0005773-1-040202,2023-12-18,02-0000004,32,23,4416,3975,159,398,5760,5773,2,40202,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
08-0000007-0003044-1-040202,2024-01-20,08-0000007,32,23,4416,3975,199,199,3031,3044,8,40202,Online,Completed,2024-02-07,2024-02-11,Returning,2027
16-0000002-0001801-1-040202,2022-07-28,16-0000002,45,23,6210,5589,559,391,1788,1801,16,40202,Online,Returned,2024-02-08,2024-02-12,New,2028
21-0000006-0001077-1-040202,2023-02-09,21-0000006,45,23,6210,5589,168,279,1066,1077,21,40202,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
02-0000004-0005253-1-040202,2023-04-23,02-0000004,45,23,6210,5589,224,391,5240,5253,2,40202,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
36-0000001-0003750-1-040202,2022-08-26,36-0000001,8,23,1104,994,30,70,3737,3750,36,40202,Online,Completed,2024-02-12,2024-02-16,Returning,2031
21-0000006-0001096-1-040202,2023-01-29,21-0000006,8,23,1104,994,40,50,1085,1096,21,40202,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
08-0000006-0003016-1-040202,2023-08-08,08-0000006,8,23,1104,994,50,99,3003,3016,8,40202,In-Store,Canceled,-,-,VIP,2033
01-0000036-0006917-1-040202,2024-01-11,01-0000036,8,23,1104,994,70,70,6904,6917,1,40202,Online,Completed,2024-02-15,2024-02-19,Business,2034
12-0000007-0000299-1-040202,2022-05-16,12-0000007,21,23,2898,2609,104,183,294,299,12,40202,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
39-0000001-0003982-1-040202,2022-07-21,39-0000001,21,23,2898,2609,78,235,3969,3982,39,40202,In-Store,Pending,-,-,New,2036
02-0000004-0002407-1-040202,2023-02-17,02-0000004,21,23,2898,2609,130,261,2394,2407,2,40202,Online,Completed,2024-02-18,2024-02-22,VIP,2037
15-0000002-0006700-1-040202,2023-03-13,15-0000002,21,23,2898,2609,78,261,6687,6700,15,40202,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
38-0000002-0006701-1-040202,2023-10-27,38-0000002,21,23,2898,2609,183,235,6688,6701,38,40202,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
08-0000004-0000258-1-040202,2022-02-04,08-0000004,34,23,4692,4223,296,296,253,258,8,40202,Online,Completed,2024-02-21,2024-02-25,New,2040
29-0000002-0007605-1-040202,2023-01-09,29-0000002,34,23,4692,4223,84,422,7592,7605,29,40202,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
18-0000006-0000630-1-040202,2023-01-26,18-0000006,34,23,4692,4223,296,338,619,630,18,40202,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
01-0000004-0005519-1-040202,2023-02-14,01-0000004,34,23,4692,4223,127,253,5506,5519,1,40202,Online,Canceled,-,-,Returning,2043
18-0000006-0000625-1-040202,2023-05-25,18-0000006,34,23,4692,4223,296,296,614,625,18,40202,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
32-0000003-0003671-1-040202,2022-08-23,32-0000003,47,23,6486,5838,292,292,3658,3671,32,40202,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
05-0000001-0002950-1-040202,2022-02-16,05-0000001,10,23,1380,1242,37,62,2937,2950,5,40202,Online,Completed,2024-02-01,2024-02-05,New,2021
01-0000024-0002283-1-040202,2022-09-16,01-0000024,10,23,1380,1242,87,124,2270,2283,1,40202,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
12-0000010-0001568-1-040202,2023-06-16,12-0000010,10,23,1380,1242,87,124,1555,1568,12,40202,In-Store,Pending,-,-,Returning,2023
01-0000007-0007321-1-040202,2022-10-09,01-0000007,23,23,3174,2857,286,286,7308,7321,1,40202,Online,Completed,2024-02-04,2024-02-08,Business,2024
02-0000003-0006302-1-040202,2022-10-19,02-0000003,23,23,3174,2857,143,200,6289,6302,2,40202,Mobile App,Canceled,-,-,New,2025
21-0000002-0005134-1-040202,2023-05-17,21-0000002,23,23,3174,2857,57,229,5121,5134,21,40202,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
15-0000002-0004990-1-040202,2022-01-05,15-0000002,36,23,4968,4472,179,402,4977,4990,15,40202,Online,Completed,2024-02-07,2024-02-11,Returning,2027
08-0000001-0003057-1-040202,2023-02-06,08-0000001,36,23,4968,4472,447,358,3044,3057,8,40202,Online,Returned,2024-02-08,2024-02-12,New,2028
01-0000048-0005555-1-040202,2023-09-10,01-0000048,36,23,4968,4472,89,402,5542,5555,1,40202,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
29-0000005-0000387-1-040202,2022-08-21,29-0000005,12,23,1656,1491,45,75,382,387,29,40202,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
04-0000004-0002804-1-040202,2023-07-09,04-0000004,12,23,1656,1491,149,75,2791,2804,4,40202,Online,Completed,2024-02-12,2024-02-16,Returning,2031
39-0000001-0006553-1-040202,2023-08-19,39-0000001,12,23,1656,1491,30,134,6540,6553,39,40202,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
01-0000056-0000562-1-040202,2022-03-05,01-0000056,25,23,3450,3105,62,279,551,562,1,40202,In-Store,Canceled,-,-,VIP,2033
01-0000036-0004212-1-040202,2022-04-16,01-0000036,25,23,3450,3105,62,248,4199,4212,1,40202,Online,Completed,2024-02-15,2024-02-19,Business,2034
04-0000004-0005143-1-040202,2023-05-03,04-0000004,25,23,3450,3105,311,186,5130,5143,4,40202,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
32-0000001-0005558-1-040202,2023-12-15,32-0000001,38,23,5244,4720,472,283,5545,5558,32,40202,In-Store,Pending,-,-,New,2036
01-0000010-0000482-1-040202,2022-01-10,01-0000010,14,23,1932,1739,52,122,472,482,1,40202,Online,Completed,2024-02-18,2024-02-22,VIP,2037
19-0000001-0007158-1-040202,2022-08-20,19-0000001,14,23,1932,1739,70,157,7145,7158,19,40202,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
38-0000001-0006227-1-040202,2022-10-05,38-0000001,14,23,1932,1739,35,157,6214,6227,38,40202,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
21-0000002-0006592-1-040202,2023-06-06,21-0000002,14,23,1932,1739,122,104,6579,6592,21,40202,Online,Completed,2024-02-21,2024-02-25,New,2040
01-0000059-0001248-1-040202,2024-01-29,01-0000059,14,23,1932,1739,52,87,1237,1248,1,40202,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
08-0000001-0006606-1-040202,2022-01-11,08-0000001,27,23,3726,3354,235,168,6593,6606,8,40202,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
37-0000001-0003920-1-040202,2022-04-03,37-0000001,27,23,3726,3354,168,268,3907,3920,37,40202,Online,Canceled,-,-,Returning,2043
17-0000002-0008100-1-040202,2022-02-26,17-0000002,40,23,5520,4968,99,497,8087,8100,17,40202,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
36-0000001-0004043-1-040202,2022-05-15,36-0000001,40,23,5520,4968,248,397,4030,4043,36,40202,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
28-0000002-0004631-1-040202,2022-05-26,28-0000002,40,23,5520,4968,199,248,4618,4631,28,40202,Online,Completed,2024-02-27,2024-03-03,Business,2046
01-0000015-0002067-1-040202,2022-08-25,01-0000015,40,23,5520,4968,248,447,2054,2067,1,40202,Mobile App,Completed,2024-02-28,2024-03-04,Returning,2047
02-0000004-0006539-1-040202,2023-03-16,02-0000004,40,23,5520,4968,99,497,6526,6539,2,40202,In-Store,Pending,-,-,New,2048
15-0000002-0006405-1-040202,2023-05-08,15-0000002,40,23,5520,4968,497,298,6392,6405,15,40202,Online,Completed,2024-03-02,2024-03-06,VIP,2049
39-0000001-0004067-1-040202,2022-12-09,39-0000001,3,23,414,373,26,30,4054,4067,39,40202,Mobile App,Completed,2024-03-03,2024-03-07,Business,2050
18-0000005-0007500-1-040202,2024-01-26,18-0000005,3,23,414,373,37,22,7487,7500,18,40202,Online,Completed,2024-01-02,2024-01-05,Returning,2001
34-0000006-0007715-1-040202,2022-04-19,34-0000006,16,23,2208,1988,139,139,7702,7715,34,40202,Mobile App,Completed,2024-01-04,2024-01-07,New,2002
09-0000001-0006713-1-040202,2022-07-07,09-0000001,16,23,2208,1988,80,199,6700,6713,9,40202,In-Store,Completed,2024-01-05,2024-01-09,VIP,2003
21-0000006-0001240-1-040202,2022-12-07,21-0000006,16,23,2208,1988,199,159,1229,1240,21,40202,In-Store,Completed,2024-01-07,2024-01-10,Returning,2001
21-0000006-0001025-1-040202,2023-04-05,21-0000006,16,23,2208,1988,60,99,1014,1025,21,40202,Online,Completed,2024-01-08,2024-01-12,New,2005
18-0000001-0005674-1-040202,2023-09-17,18-0000001,16,23,2208,1988,80,99,5661,5674,18,40202,Mobile App,Completed,2024-01-09,2024-01-13,VIP,2006
12-0000001-0007697-1-040202,2023-12-10,12-0000001,16,23,2208,1988,99,139,7684,7697,12,40202,Online,Canceled,-,-,Business,2007
32-0000004-0003630-1-040202,2022-04-24,32-0000004,29,23,4002,3602,108,180,3617,3630,32,40202,In-Store,Completed,2024-01-12,2024-01-15,Returning,2008
34-0000006-0005796-1-040202,2022-10-18,34-0000006,29,23,4002,3602,252,288,5783,5796,34,40202,In-Store,Completed,2024-01-13,2024-01-17,New,2009
24-0000001-0004327-1-040202,2023-11-04,24-0000001,29,23,4002,3602,180,360,4314,4327,24,40202,Online,Completed,2024-01-15,2024-01-18,VIP,2010
12-0000007-0000296-1-040202,2022-05-22,12-0000007,42,23,5796,5217,104,365,291,296,12,40202,Mobile App,Pending,-,-,Returning,2011
37-0000001-0005986-1-040202,2022-09-19,37-0000001,42,23,5796,5217,209,313,5973,5986,37,40202,Online,Completed,2024-01-18,2024-01-22,Business,2012
37-0000001-0004981-1-040202,2023-10-05,37-0000001,42,23,5796,5217,261,365,4968,4981,37,40202,In-Store,Completed,2024-01-19,2024-01-23,VIP,2013
34-0000005-0007817-1-040202,2023-12-17,34-0000005,42,23,5796,5217,522,470,7804,7817,34,40202,Online,Returned,2024-01-21,2024-01-24,Returning,2014
25-0000001-0003578-1-040202,2024-02-11,25-0000001,42,23,5796,5217,365,417,3565,3578,25,40202,Mobile App,Completed,2024-01-22,2024-01-26,New,2015
32-0000001-0006011-1-040202,2022-06-03,32-0000001,5,23,690,621,19,50,5998,6011,32,40202,Online,Completed,2024-01-24,2024-01-28,Returning,2016
28-0000002-0004232-1-040202,2022-10-25,28-0000002,5,23,690,621,25,62,4219,4232,28,40202,In-Store,Completed,2024-01-25,2024-01-29,VIP,2017
01-0000022-0002231-1-040202,2023-02-26,01-0000022,5,23,690,621,43,37,2218,2231,1,40202,In-Store,Completed,2024-01-26,2024-01-30,New,2018
21-0000006-0001143-1-040202,2023-05-04,21-0000006,5,23,690,621,62,62,1132,1143,21,40202,Online,Completed,2024-01-28,2024-02-01,Business,2019
01-0000012-0000527-1-040202,2022-01-14,01-0000012,18,23,2484,2236,157,179,516,527,1,40202,Mobile App,Completed,2024-01-29,2024-02-02,Returning,2020
30-0000001-0003718-1-040202,2022-02-27,30-0000001,18,23,2484,2236,45,112,3705,3718,30,40202,Online,Completed,2024-02-01,2024-02-05,New,2021
17-0000002-0003212-1-040202,2022-04-26,17-0000002,18,23,2484,2236,224,224,3199,3212,17,40202,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
21-0000005-0000770-1-040202,2022-07-06,21-0000005,18,23,2484,2236,157,201,759,770,21,40202,In-Store,Pending,-,-,Returning,2023
01-0000022-0002247-1-040202,2023-08-04,01-0000022,18,23,2484,2236,157,224,2234,2247,1,40202,Online,Completed,2024-02-04,2024-02-08,Business,2024
26-0000001-0004323-1-040202,2024-01-03,26-0000001,18,23,2484,2236,45,112,4310,4323,26,40202,Mobile App,Canceled,-,-,New,2025
02-0000001-0001310-1-040202,2024-01-09,02-0000001,18,23,2484,2236,67,134,1297,1310,2,40202,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
12-0000010-0001717-1-040202,2022-02-25,12-0000010,31,23,4278,3851,116,193,1704,1717,12,40202,Online,Completed,2024-02-07,2024-02-11,Returning,2027
29-0000004-0006235-1-040202,2022-08-01,29-0000004,31,23,4278,3851,154,270,6222,6235,29,40202,Online,Returned,2024-02-08,2024-02-12,New,2028
25-0000001-0004730-1-040202,2022-09-25,25-0000001,44,23,6072,5465,273,437,4717,4730,25,40202,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
01-0000003-0006777-1-040202,2023-09-02,01-0000003,44,23,6072,5465,109,383,6764,6777,1,40202,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
01-0000001-0001912-1-040202,2022-06-17,01-0000001,7,23,966,870,61,61,1899,1912,1,40202,Online,Completed,2024-02-12,2024-02-16,Returning,2031
14-0000001-0004177-1-040202,2022-09-03,14-0000001,7,23,966,870,44,78,4164,4177,14,40202,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
21-0000006-0001220-1-040202,2022-12-06,21-0000006,20,23,2760,2484,124,224,1209,1220,21,40202,In-Store,Canceled,-,-,VIP,2033
16-0000001-0006556-1-040202,2022-04-30,16-0000001,33,23,4554,4099,82,328,6543,6556,16,40202,Online,Completed,2024-02-15,2024-02-19,Business,2034
01-0000025-0002326-1-040202,2022-09-01,01-0000025,33,23,4554,4099,287,410,2313,2326,1,40202,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
02-0000004-0006949-1-040202,2022-10-23,02-0000004,33,23,4554,4099,164,328,6936,6949,2,40202,In-Store,Pending,-,-,New,2036
21-0000005-0000896-1-040202,2023-12-30,21-0000005,46,23,6348,5714,229,571,885,896,21,40202,Online,Completed,2024-02-18,2024-02-22,VIP,2037
25-0000001-0005249-1-040202,2022-03-20,25-0000001,9,23,1242,1118,78,67,5236,5249,25,40202,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
12-0000010-0001599-1-040202,2022-06-16,12-0000010,9,23,1242,1118,112,112,1586,1599,12,40202,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
35-0000001-0005002-1-040202,2023-04-29,35-0000001,22,23,3036,2733,137,137,4989,5002,35,40202,Online,Completed,2024-02-21,2024-02-25,New,2040
21-0000005-0000850-1-040202,2024-01-29,21-0000005,22,23,3036,2733,55,246,839,850,21,40202,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
01-0000024-0002284-1-040202,2022-08-02,01-0000024,35,23,4830,4347,435,217,2271,2284,1,40202,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
36-0000001-0004102-1-040202,2022-11-08,36-0000001,35,23,4830,4347,304,391,4089,4102,36,40202,Online,Canceled,-,-,Returning,2043
18-0000005-0006105-1-040202,2023-01-16,18-0000005,35,23,4830,4347,435,435,6092,6105,18,40202,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
29-0000002-0007021-1-040202,2023-02-20,29-0000002,35,23,4830,4347,87,391,7008,7021,29,40202,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
08-0000006-0003002-1-040202,2023-03-21,08-0000006,35,23,4830,4347,435,391,2989,3002,8,40202,Online,Completed,2024-02-01,2024-02-05,New,2021
04-0000006-0002774-1-040202,2023-08-27,04-0000006,35,23,4830,4347,174,435,2761,2774,4,40202,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
24-0000001-0005705-1-040202,2023-12-24,24-0000001,35,23,4830,4347,174,217,5692,5705,24,40202,In-Store,Pending,-,-,Returning,2023
29-0000003-0004690-1-040202,2023-09-01,29-0000003,48,23,6624,5962,417,537,4677,4690,29,40202,Online,Completed,2024-02-04,2024-02-08,Business,2024
13-0000001-0004806-1-040202,2022-10-03,13-0000001,11,23,1518,1367,41,96,4793,4806,13,40202,Mobile App,Canceled,-,-,New,2025
24-0000001-0005116-1-040202,2022-11-28,24-0000001,11,23,1518,1367,137,123,5103,5116,24,40202,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
11-0000001-0003166-1-040202,2022-04-16,11-0000001,24,23,3312,2981,298,268,3153,3166,11,40202,Online,Completed,2024-02-07,2024-02-11,Returning,2027
01-0000002-0006912-1-040202,2022-07-30,01-0000002,24,23,3312,2981,149,179,6899,6912,1,40202,Online,Returned,2024-02-08,2024-02-12,New,2028
01-0000047-0002371-1-040202,2023-01-03,01-0000047,24,23,3312,2981,119,179,2358,2371,1,40202,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
21-0000005-0000824-1-040202,2023-05-11,21-0000005,24,23,3312,2981,119,298,813,824,21,40202,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
38-0000001-0005871-1-040202,2023-08-06,38-0000001,24,23,3312,2981,149,209,5858,5871,38,40202,Online,Completed,2024-02-12,2024-02-16,Returning,2031
18-0000008-0000729-1-040202,2022-07-20,18-0000008,50,23,6900,6210,248,311,718,729,18,40202,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
01-0000048-0005508-1-040202,2022-09-21,01-0000048,50,23,6900,6210,124,311,5495,5508,1,40202,In-Store,Canceled,-,-,VIP,2033
11-0000001-0003293-1-040202,2022-11-08,11-0000001,50,23,6900,6210,186,373,3280,3293,11,40202,Online,Completed,2024-02-15,2024-02-19,Business,2034
24-0000001-0006400-1-040202,2022-11-28,24-0000001,50,23,6900,6210,311,621,6387,6400,24,40202,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
07-0000001-0004650-1-040203,2022-02-22,07-0000001,16,40,3840,3456,104,311,4637,4650,7,40203,In-Store,Pending,-,-,New,2036
04-0000008-0002831-1-040203,2022-01-09,04-0000008,32,40,7680,6912,484,691,2818,2831,4,40203,Online,Completed,2024-02-18,2024-02-22,VIP,2037
01-0000001-0005935-1-040203,2022-03-10,01-0000001,32,40,7680,6912,346,622,5922,5935,1,40203,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
39-0000001-0006791-1-040203,2022-07-18,39-0000001,32,40,7680,6912,138,346,6778,6791,39,40203,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
32-0000001-0003880-1-040203,2023-04-09,32-0000001,32,40,7680,6912,207,553,3867,3880,32,40203,Online,Completed,2024-02-21,2024-02-25,New,2040
02-0000003-0002486-1-040203,2022-01-09,02-0000003,48,40,11520,10368,415,518,2473,2486,2,40203,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
32-0000001-0003988-1-040203,2024-01-12,32-0000001,48,40,11520,10368,207,518,3975,3988,32,40203,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
01-0000005-0006429-1-040203,2022-02-12,01-0000005,15,40,3600,3240,227,194,6416,6429,1,40203,Online,Canceled,-,-,Returning,2043
02-0000003-0005047-1-040203,2022-04-22,02-0000003,15,40,3600,3240,65,162,5034,5047,2,40203,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
20-0000001-0008168-1-040203,2022-04-08,20-0000001,31,40,7440,6696,335,603,8155,8168,20,40203,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
01-0000006-0002009-1-040203,2023-06-01,01-0000006,31,40,7440,6696,268,335,1996,2009,1,40203,Online,Completed,2024-02-27,2024-03-03,Business,2046
08-0000005-0003022-1-040203,2023-07-10,08-0000005,31,40,7440,6696,335,402,3009,3022,8,40203,Mobile App,Completed,2024-02-28,2024-03-04,Returning,2047
12-0000001-0006901-1-040203,2023-09-28,12-0000001,31,40,7440,6696,335,536,6888,6901,12,40203,In-Store,Pending,-,-,New,2048
12-0000006-0000284-1-040203,2022-10-13,12-0000006,47,40,11280,10152,203,609,279,284,12,40203,Online,Completed,2024-03-02,2024-03-06,VIP,2049
02-0000003-0004313-1-040203,2022-02-27,02-0000003,14,40,3360,3024,121,181,4300,4313,2,40203,Mobile App,Completed,2024-03-03,2024-03-07,Business,2050
07-0000001-0007432-1-040203,2022-04-19,07-0000001,14,40,3360,3024,121,302,7419,7432,7,40203,Online,Completed,2024-01-02,2024-01-05,Returning,2001
28-0000002-0008040-1-040203,2022-07-27,28-0000002,14,40,3360,3024,302,302,8027,8040,28,40203,Mobile App,Completed,2024-01-04,2024-01-07,New,2002
01-0000004-0004503-1-040203,2022-08-22,01-0000004,14,40,3360,3024,302,181,4490,4503,1,40203,In-Store,Completed,2024-01-05,2024-01-09,VIP,2003
03-0000001-0001504-1-040203,2023-08-04,03-0000001,14,40,3360,3024,121,272,1491,1504,3,40203,In-Store,Completed,2024-01-07,2024-01-10,Returning,2001
18-0000007-0000675-1-040203,2024-01-10,18-0000007,14,40,3360,3024,212,181,664,675,18,40203,Online,Completed,2024-01-08,2024-01-12,New,2005
01-0000048-0004768-1-040203,2022-11-04,01-0000048,30,40,7200,6480,130,583,4755,4768,1,40203,Mobile App,Completed,2024-01-09,2024-01-13,VIP,2006
01-0000002-0001935-1-040203,2023-12-14,01-0000002,30,40,7200,6480,130,583,1922,1935,1,40203,Online,Canceled,-,-,Business,2007
01-0000001-0001901-1-040203,2022-01-17,01-0000001,46,40,11040,9936,696,696,1888,1901,1,40203,In-Store,Completed,2024-01-12,2024-01-15,Returning,2008
07-0000001-0004694-1-040203,2023-02-17,07-0000001,46,40,11040,9936,497,696,4681,4694,7,40203,In-Store,Completed,2024-01-13,2024-01-17,New,2009
13-0000001-0007100-1-040203,2023-11-29,13-0000001,46,40,11040,9936,199,894,7087,7100,13,40203,Online,Completed,2024-01-15,2024-01-18,VIP,2010
01-0000054-0000581-1-040203,2022-06-24,01-0000054,13,40,3120,2808,281,197,570,581,1,40203,Mobile App,Pending,-,-,Returning,2011
01-0000036-0007765-1-040203,2022-08-06,01-0000036,13,40,3120,2808,197,140,7752,7765,1,40203,Online,Completed,2024-01-18,2024-01-22,Business,2012
29-0000004-0007151-1-040203,2022-08-09,29-0000004,13,40,3120,2808,84,253,7138,7151,29,40203,In-Store,Completed,2024-01-19,2024-01-23,VIP,2013
01-0000002-0006154-1-040203,2023-09-30,01-0000002,13,40,3120,2808,281,281,6141,6154,1,40203,Online,Returned,2024-01-21,2024-01-24,Returning,2014
14-0000001-0007414-1-040203,2022-01-22,14-0000001,29,40,6960,6264,125,626,7401,7414,14,40203,Mobile App,Completed,2024-01-22,2024-01-26,New,2015
08-0000006-0003036-1-040203,2023-04-02,08-0000006,29,40,6960,6264,626,438,3023,3036,8,40203,Online,Completed,2024-01-24,2024-01-28,Returning,2016
18-0000006-0000631-1-040203,2022-08-17,18-0000006,45,40,10800,9720,486,486,620,631,18,40203,In-Store,Completed,2024-01-25,2024-01-29,VIP,2017
01-0000004-0004724-1-040203,2022-11-09,01-0000004,45,40,10800,9720,486,875,4711,4724,1,40203,In-Store,Completed,2024-01-26,2024-01-30,New,2018
