Month,Metric,Region,Product Category,Customer Segment,Marketing Channel,product_seasonality,customer_segment,Value
2024-10,Repeat Purchase Rate,West,Non-Alcoholic,Medium-Value,Social Media,Fall,Mid Value,115.55
2024-10,Repeat Purchase Rate,West,Non-Alcoholic,Medium-Value,SMS,Summer,Mid Value,99.45
2024-10,Repeat Purchase Rate,West,Non-Alcoholic,Medium-Value,Direct Mail,Winter,Low Value,54.38
2024-10,Repeat Purchase Rate,West,Non-Alcoholic,Low-Value,Email,Summer,Low Value,89.65
2024-10,Repeat Purchase Rate,West,Non-Alcoholic,Low-Value,Social Media,Winter,Mid Value,142.14
2024-10,Repeat Purchase Rate,West,Non-Alcoholic,Low-Value,SMS,Winter,High Value,54.51
2024-10,Repeat Purchase Rate,West,Non-Alcoholic,Low-Value,Direct Mail,Fall,Low Value,91.65
2024-10,Campaign Conversion Rate,North,Beer,High-Value,Email,Winter,High Value,109.92
2024-10,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Spring,Mid Value,121.33
2024-10,Campaign Conversion Rate,North,Beer,High-Value,SMS,Summer,Low Value,113.51
2024-10,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Spring,Mid Value,137.4
2024-10,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Summer,Low Value,124.19
2024-10,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Spring,Low Value,130.25
2024-10,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Winter,High Value,145.14
2024-10,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Spring,High Value,99.77
2024-10,Campaign Conversion Rate,North,Beer,Low-Value,Email,Spring,Mid Value,82.93
2024-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Fall,High Value,126.24
2024-10,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Spring,Low Value,149.71
2024-10,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Summer,High Value,123.55
2024-10,Campaign Conversion Rate,North,Wine,High-Value,Email,Summer,Low Value,81.3
2024-10,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Winter,Mid Value,139.59
2024-10,Campaign Conversion Rate,North,Wine,High-Value,SMS,Fall,Low Value,132.49
2024-10,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Spring,Mid Value,72
2024-10,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Fall,Low Value,88.15
2024-10,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Fall,High Value,50.56
2024-10,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Winter,Mid Value,148.05
2024-10,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Spring,Low Value,97.66
2024-10,Campaign Conversion Rate,North,Wine,Low-Value,Email,Winter,Low Value,154.43
2024-10,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Fall,Low Value,295.71
2024-10,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Summer,High Value,57.56
2024-10,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Summer,Low Value,58.81
2024-10,Campaign Conversion Rate,North,Spirits,High-Value,Email,Spring,Mid Value,109.11
2024-10,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Spring,Low Value,118.84
2024-10,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Spring,Mid Value,100.99
2024-10,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Winter,Mid Value,107.63
2024-10,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Fall,Low Value,134.6
2024-10,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,130.13
2024-10,Campaign Conversion Rate,North,Spirits,Medium-Value,SMS,Fall,High Value,69.1
2024-10,Campaign Conversion Rate,North,Spirits,Medium-Value,Direct Mail,Winter,Low Value,69.96
2024-10,Campaign Conversion Rate,North,Spirits,Low-Value,Email,Spring,Mid Value,117.74
2024-10,Campaign Conversion Rate,North,Spirits,Low-Value,Social Media,Summer,Mid Value,53.05
2024-10,Campaign Conversion Rate,North,Spirits,Low-Value,SMS,Fall,High Value,57.7
2024-10,Campaign Conversion Rate,North,Spirits,Low-Value,Direct Mail,Summer,Mid Value,132.16
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,Email,Spring,High Value,123.7
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,Social Media,Spring,Mid Value,82.29
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,SMS,Fall,Low Value,55.82
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,Direct Mail,Summer,High Value,123.04
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,Email,Spring,Low Value,83.97
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,Social Media,Spring,Low Value,145.81
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,SMS,Fall,Low Value,127.37
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,Direct Mail,Fall,Mid Value,53.91
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,Email,Fall,Low Value,83.09
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,Social Media,Summer,Mid Value,120.77
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,SMS,Winter,High Value,127.74
2024-10,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,Direct Mail,Spring,Mid Value,78.66
2024-10,Campaign Conversion Rate,South,Beer,High-Value,Email,Fall,Low Value,261.57
2024-10,Campaign Conversion Rate,South,Beer,High-Value,Social Media,Spring,Low Value,104.56
2024-10,Campaign Conversion Rate,South,Beer,High-Value,SMS,Spring,High Value,138.27
2024-10,Campaign Conversion Rate,South,Beer,High-Value,Direct Mail,Spring,High Value,100.77
2024-10,Campaign Conversion Rate,South,Beer,Medium-Value,Email,Winter,Low Value,94.94
2024-10,Campaign Conversion Rate,South,Beer,Medium-Value,Social Media,Summer,Mid Value,128.81
2024-10,Campaign Conversion Rate,South,Beer,Medium-Value,SMS,Summer,High Value,111.03
2024-10,Campaign Conversion Rate,South,Beer,Medium-Value,Direct Mail,Spring,Low Value,109.56
2024-10,Campaign Conversion Rate,South,Beer,Low-Value,Email,Summer,Mid Value,126.91
2024-10,Campaign Conversion Rate,South,Beer,Low-Value,Social Media,Fall,Mid Value,87.18
2024-10,Campaign Conversion Rate,South,Beer,Low-Value,SMS,Winter,High Value,100
2024-10,Campaign Conversion Rate,South,Beer,Low-Value,Direct Mail,Fall,Low Value,121.29
2024-10,Campaign Conversion Rate,South,Wine,High-Value,Email,Fall,High Value,77.15
2024-10,Campaign Conversion Rate,South,Wine,High-Value,Social Media,Winter,Mid Value,79.18
2024-10,Campaign Conversion Rate,South,Wine,High-Value,SMS,Spring,Mid Value,84.21
2024-10,Campaign Conversion Rate,South,Wine,High-Value,Direct Mail,Summer,Mid Value,55.35
2024-10,Campaign Conversion Rate,South,Wine,Medium-Value,Email,Spring,Mid Value,86.8
2024-10,Campaign Conversion Rate,South,Wine,Medium-Value,Social Media,Summer,Mid Value,92.25
2024-10,Campaign Conversion Rate,South,Wine,Medium-Value,SMS,Fall,High Value,140.41
2024-10,Campaign Conversion Rate,South,Wine,Medium-Value,Direct Mail,Fall,High Value,118.14
2024-10,Campaign Conversion Rate,South,Wine,Low-Value,Email,Spring,Low Value,103.87
2024-10,Campaign Conversion Rate,South,Wine,Low-Value,Social Media,Spring,High Value,62.49
2024-10,Campaign Conversion Rate,South,Wine,Low-Value,SMS,Summer,Mid Value,185.97
2024-10,Campaign Conversion Rate,South,Wine,Low-Value,Direct Mail,Fall,High Value,86.9
2024-10,Campaign Conversion Rate,South,Spirits,High-Value,Email,Fall,Low Value,143.83
2024-10,Campaign Conversion Rate,South,Spirits,High-Value,Social Media,Summer,High Value,82.75
2024-10,Campaign Conversion Rate,South,Spirits,High-Value,SMS,Summer,Mid Value,95.52
2024-10,Campaign Conversion Rate,South,Spirits,High-Value,Direct Mail,Winter,Low Value,208.5
2024-10,Campaign Conversion Rate,South,Spirits,Medium-Value,Email,Winter,High Value,138.48
2024-10,Campaign Conversion Rate,South,Spirits,Medium-Value,Social Media,Fall,Low Value,108.11
2024-10,Campaign Conversion Rate,South,Spirits,Medium-Value,SMS,Spring,High Value,72.06
2024-10,Campaign Conversion Rate,South,Spirits,Medium-Value,Direct Mail,Fall,Low Value,93.07
2024-10,Campaign Conversion Rate,South,Spirits,Low-Value,Email,Summer,Mid Value,102.18
2024-10,Campaign Conversion Rate,South,Spirits,Low-Value,Social Media,Fall,High Value,76.61
2024-10,Campaign Conversion Rate,South,Spirits,Low-Value,SMS,Winter,High Value,112.33
2024-10,Campaign Conversion Rate,South,Spirits,Low-Value,Direct Mail,Fall,Mid Value,89.24
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,Email,Spring,Mid Value,74.18
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,Social Media,Summer,Mid Value,52.44
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,SMS,Winter,Mid Value,59.16
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,Direct Mail,Spring,High Value,127.29
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,Email,Spring,Mid Value,111.09
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,Social Media,Summer,Mid Value,78.21
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,SMS,Winter,Mid Value,89.92
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,Direct Mail,Summer,Mid Value,90.54
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,Email,Winter,Low Value,147.55
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,Social Media,Fall,High Value,84.09
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,SMS,Summer,Mid Value,57.47
2024-10,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,Direct Mail,Winter,High Value,54.49
2024-10,Campaign Conversion Rate,East,Beer,High-Value,Email,Winter,Mid Value,136.67
2024-10,Campaign Conversion Rate,East,Beer,High-Value,Social Media,Winter,Mid Value,62.37
2024-10,Campaign Conversion Rate,East,Beer,High-Value,SMS,Fall,High Value,149.66
2024-10,Campaign Conversion Rate,East,Beer,High-Value,Direct Mail,Summer,Low Value,77.96
2024-10,Campaign Conversion Rate,East,Beer,Medium-Value,Email,Fall,High Value,67.88
2024-10,Campaign Conversion Rate,East,Beer,Medium-Value,Social Media,Spring,Mid Value,73.97
2024-10,Campaign Conversion Rate,East,Beer,Medium-Value,SMS,Summer,Mid Value,148.15
2024-10,Campaign Conversion Rate,East,Beer,Medium-Value,Direct Mail,Fall,High Value,81.48
2024-10,Campaign Conversion Rate,East,Beer,Low-Value,Email,Winter,Low Value,74.23
2024-10,Campaign Conversion Rate,East,Beer,Low-Value,Social Media,Spring,Mid Value,141.46
2024-10,Campaign Conversion Rate,East,Beer,Low-Value,SMS,Summer,Mid Value,115.65
2024-10,Campaign Conversion Rate,East,Beer,Low-Value,Direct Mail,Winter,Low Value,93.49
2024-10,Campaign Conversion Rate,East,Wine,High-Value,Email,Spring,Low Value,88.54
2024-10,Campaign Conversion Rate,East,Wine,High-Value,Social Media,Winter,Low Value,50.1
2024-10,Campaign Conversion Rate,East,Wine,High-Value,SMS,Winter,High Value,138.93
2024-10,Campaign Conversion Rate,East,Wine,High-Value,Direct Mail,Winter,Mid Value,121.93
2024-10,Campaign Conversion Rate,East,Wine,Medium-Value,Email,Spring,Mid Value,76.93
2024-10,Campaign Conversion Rate,East,Wine,Medium-Value,Social Media,Fall,High Value,108.98
2024-10,Campaign Conversion Rate,East,Wine,Medium-Value,SMS,Fall,High Value,118.24
2024-10,Campaign Conversion Rate,East,Wine,Medium-Value,Direct Mail,Fall,Low Value,50.97
2024-10,Campaign Conversion Rate,East,Wine,Low-Value,Email,Fall,Low Value,116.55
2024-10,Campaign Conversion Rate,East,Wine,Low-Value,Social Media,Fall,Mid Value,118.53
2024-10,Campaign Conversion Rate,East,Wine,Low-Value,SMS,Summer,High Value,86.16
2024-10,Campaign Conversion Rate,East,Wine,Low-Value,Direct Mail,Summer,Low Value,124.12
2024-10,Campaign Conversion Rate,East,Spirits,High-Value,Email,Winter,High Value,79.15
2024-10,Campaign Conversion Rate,East,Spirits,High-Value,Social Media,Summer,Mid Value,105.19
2024-10,Campaign Conversion Rate,East,Spirits,High-Value,SMS,Fall,Low Value,71.43
2024-10,Campaign Conversion Rate,East,Spirits,High-Value,Direct Mail,Spring,Low Value,137.46
2024-10,Campaign Conversion Rate,East,Spirits,Medium-Value,Email,Summer,High Value,101.23
2024-10,Campaign Conversion Rate,East,Spirits,Medium-Value,Social Media,Summer,High Value,125.12
2024-10,Campaign Conversion Rate,East,Spirits,Medium-Value,SMS,Winter,Low Value,71.91
2024-10,Campaign Conversion Rate,East,Spirits,Medium-Value,Direct Mail,Winter,Mid Value,107.17
2024-10,Campaign Conversion Rate,East,Spirits,Low-Value,Email,Summer,High Value,69.3
2024-10,Campaign Conversion Rate,East,Spirits,Low-Value,Social Media,Winter,Low Value,69.56
2024-10,Campaign Conversion Rate,East,Spirits,Low-Value,SMS,Summer,Low Value,92.01
2024-10,Campaign Conversion Rate,East,Spirits,Low-Value,Direct Mail,Fall,High Value,125.52
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,Email,Spring,Mid Value,51.07
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,Social Media,Winter,Mid Value,94.47
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,SMS,Winter,Low Value,99.55
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,Direct Mail,Fall,Mid Value,56.93
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,Email,Spring,Low Value,83.8
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,Social Media,Spring,Low Value,61.87
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,SMS,Winter,Mid Value,68.58
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,Direct Mail,Spring,Mid Value,139.2
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,Email,Winter,Low Value,122.44
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,Social Media,Fall,Low Value,109.11
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,SMS,Spring,Low Value,147.8
2024-10,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,Direct Mail,Spring,Low Value,95.48
2024-10,Campaign Conversion Rate,West,Beer,High-Value,Email,Summer,Low Value,69.3
2024-10,Campaign Conversion Rate,West,Beer,High-Value,Social Media,Summer,High Value,57.46
2024-10,Campaign Conversion Rate,West,Beer,High-Value,SMS,Summer,Mid Value,72.59
2024-10,Campaign Conversion Rate,West,Beer,High-Value,Direct Mail,Fall,High Value,99.01
2024-10,Campaign Conversion Rate,West,Beer,Medium-Value,Email,Fall,Low Value,101.53
2024-10,Campaign Conversion Rate,West,Beer,Medium-Value,Social Media,Spring,High Value,123.54
2024-10,Campaign Conversion Rate,West,Beer,Medium-Value,SMS,Summer,High Value,140.35
2024-10,Campaign Conversion Rate,West,Beer,Medium-Value,Direct Mail,Fall,High Value,125.36
2024-10,Campaign Conversion Rate,West,Beer,Low-Value,Email,Winter,High Value,65.57
2024-10,Campaign Conversion Rate,West,Beer,Low-Value,Social Media,Winter,Mid Value,57.09
2024-10,Campaign Conversion Rate,West,Beer,Low-Value,SMS,Fall,Mid Value,97.35
2024-10,Campaign Conversion Rate,West,Beer,Low-Value,Direct Mail,Summer,Mid Value,93.1
2024-10,Campaign Conversion Rate,West,Wine,High-Value,Email,Fall,Mid Value,119.34
2024-10,Campaign Conversion Rate,West,Wine,High-Value,Social Media,Fall,Low Value,55.85
2024-10,Campaign Conversion Rate,West,Wine,High-Value,SMS,Spring,Low Value,120.03
2024-10,Campaign Conversion Rate,West,Wine,High-Value,Direct Mail,Fall,Low Value,85.86
2024-10,Campaign Conversion Rate,West,Wine,Medium-Value,Email,Spring,Low Value,88.19
2024-10,Campaign Conversion Rate,West,Wine,Medium-Value,Social Media,Spring,Mid Value,109.83
2024-10,Campaign Conversion Rate,West,Wine,Medium-Value,SMS,Summer,Low Value,108.21
2024-10,Campaign Conversion Rate,West,Wine,Medium-Value,Direct Mail,Summer,High Value,124.58
2024-10,Campaign Conversion Rate,West,Wine,Low-Value,Email,Summer,Low Value,110.59
2024-10,Campaign Conversion Rate,West,Wine,Low-Value,Social Media,Summer,High Value,129.7
2024-10,Campaign Conversion Rate,West,Wine,Low-Value,SMS,Fall,Mid Value,127.54
2024-10,Campaign Conversion Rate,West,Wine,Low-Value,Direct Mail,Fall,Low Value,78.46
2024-10,Campaign Conversion Rate,West,Spirits,High-Value,Email,Summer,High Value,68.61
2024-10,Campaign Conversion Rate,West,Spirits,High-Value,Social Media,Spring,Low Value,68.39
2024-10,Campaign Conversion Rate,West,Spirits,High-Value,SMS,Spring,Low Value,118.62
2024-10,Campaign Conversion Rate,West,Spirits,High-Value,Direct Mail,Fall,Low Value,91.56
2024-10,Campaign Conversion Rate,West,Spirits,Medium-Value,Email,Winter,High Value,141.12
2024-10,Campaign Conversion Rate,West,Spirits,Medium-Value,Social Media,Spring,High Value,90.7
2024-10,Campaign Conversion Rate,West,Spirits,Medium-Value,SMS,Summer,Mid Value,69.28
2024-10,Campaign Conversion Rate,West,Spirits,Medium-Value,Direct Mail,Fall,Low Value,90.55
2024-10,Campaign Conversion Rate,West,Spirits,Low-Value,Email,Winter,High Value,74.43
2024-10,Campaign Conversion Rate,West,Spirits,Low-Value,Social Media,Winter,High Value,103.08
2024-10,Campaign Conversion Rate,West,Spirits,Low-Value,SMS,Summer,Low Value,118.95
2024-10,Campaign Conversion Rate,West,Spirits,Low-Value,Direct Mail,Winter,High Value,61.22
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,Email,Summer,Low Value,108.4
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,Social Media,Spring,High Value,79.71
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,SMS,Winter,Low Value,119.12
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,Direct Mail,Spring,High Value,103.49
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,Email,Winter,Low Value,94.87
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,Social Media,Fall,Mid Value,136.95
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,SMS,Fall,High Value,147.29
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,Direct Mail,Winter,Low Value,50.34
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,Email,Spring,Low Value,110.11
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,Social Media,Spring,High Value,97.64
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,SMS,Fall,High Value,67.05
2024-10,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,Direct Mail,Fall,Mid Value,136.79
2024-11,Product Affinity Score,North,Beer,High-Value,Email,Winter,Mid Value,116.42
2024-11,Product Affinity Score,North,Beer,High-Value,Social Media,Fall,Mid Value,70.29
2024-11,Product Affinity Score,North,Beer,High-Value,SMS,Spring,Mid Value,119.59
2024-11,Product Affinity Score,North,Beer,High-Value,Direct Mail,Fall,Mid Value,51.86
2024-11,Product Affinity Score,North,Beer,Medium-Value,Email,Winter,Low Value,134.48
2024-11,Product Affinity Score,North,Beer,Medium-Value,Social Media,Winter,Mid Value,111.65
2024-11,Product Affinity Score,North,Beer,Medium-Value,SMS,Fall,Low Value,59.6
2024-11,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Fall,Mid Value,95.62
2024-11,Product Affinity Score,North,Beer,Low-Value,Email,Fall,Mid Value,133.56
2024-11,Product Affinity Score,North,Beer,Low-Value,Social Media,Winter,Mid Value,56.37
2024-11,Product Affinity Score,North,Beer,Low-Value,SMS,Spring,Low Value,54.27
2024-11,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Summer,High Value,121.84
2024-11,Product Affinity Score,North,Wine,High-Value,Email,Spring,Mid Value,114.65
2024-11,Product Affinity Score,North,Wine,High-Value,Social Media,Winter,Low Value,75.52
2024-11,Product Affinity Score,North,Wine,High-Value,SMS,Fall,Mid Value,118.49
2024-11,Product Affinity Score,North,Wine,High-Value,Direct Mail,Spring,Low Value,83.67
2024-11,Product Affinity Score,North,Wine,Medium-Value,Email,Fall,High Value,147.78
2024-11,Product Affinity Score,North,Wine,Medium-Value,Social Media,Fall,Mid Value,89.17
2024-11,Product Affinity Score,North,Wine,Medium-Value,SMS,Winter,Mid Value,57.62
2024-11,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Winter,Mid Value,82.87
2024-11,Product Affinity Score,North,Wine,Low-Value,Email,Fall,Mid Value,183.76
2024-11,Product Affinity Score,North,Wine,Low-Value,Social Media,Fall,Low Value,140.8
2024-11,Product Affinity Score,North,Wine,Low-Value,SMS,Winter,High Value,141.62
2024-11,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Summer,High Value,103.93
2024-11,Product Affinity Score,North,Spirits,High-Value,Email,Winter,High Value,99.36
2024-11,Product Affinity Score,North,Spirits,High-Value,Social Media,Winter,High Value,76.91
2024-11,Product Affinity Score,North,Spirits,High-Value,SMS,Fall,Mid Value,62.65
2024-11,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Spring,Low Value,126.77
2024-11,Product Affinity Score,North,Spirits,Medium-Value,Email,Winter,Low Value,99.85
2024-11,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Summer,Low Value,99.74
2024-11,Product Affinity Score,North,Spirits,Medium-Value,SMS,Spring,High Value,89.29
2024-11,Product Affinity Score,North,Spirits,Medium-Value,Direct Mail,Fall,Low Value,102.85
2024-11,Product Affinity Score,North,Spirits,Low-Value,Email,Spring,High Value,121.12
2024-11,Product Affinity Score,North,Spirits,Low-Value,Social Media,Fall,High Value,91.35
2024-11,Product Affinity Score,North,Spirits,Low-Value,SMS,Summer,High Value,103.65
2024-11,Product Affinity Score,North,Spirits,Low-Value,Direct Mail,Summer,High Value,138.96
2024-11,Product Affinity Score,North,Non-Alcoholic,High-Value,Email,Summer,High Value,139.87
2024-11,Product Affinity Score,North,Non-Alcoholic,High-Value,Social Media,Winter,High Value,147.1
2024-11,Product Affinity Score,North,Non-Alcoholic,High-Value,SMS,Spring,High Value,146.36
2024-11,Product Affinity Score,North,Non-Alcoholic,High-Value,Direct Mail,Winter,Mid Value,55.25
2024-11,Product Affinity Score,North,Non-Alcoholic,Medium-Value,Email,Spring,Low Value,148.35
2024-11,Product Affinity Score,North,Non-Alcoholic,Medium-Value,Social Media,Spring,High Value,71.2
2024-11,Product Affinity Score,North,Non-Alcoholic,Medium-Value,SMS,Fall,High Value,114.88
2024-11,Product Affinity Score,North,Non-Alcoholic,Medium-Value,Direct Mail,Fall,High Value,121.48
2024-11,Product Affinity Score,North,Non-Alcoholic,Low-Value,Email,Summer,High Value,139.7
2024-11,Product Affinity Score,North,Non-Alcoholic,Low-Value,Social Media,Winter,High Value,82.67
2024-11,Product Affinity Score,North,Non-Alcoholic,Low-Value,SMS,Spring,Low Value,89.46
2024-11,Product Affinity Score,North,Non-Alcoholic,Low-Value,Direct Mail,Summer,High Value,126.2
2024-11,Product Affinity Score,South,Beer,High-Value,Email,Winter,Mid Value,137.98
2024-11,Product Affinity Score,South,Beer,High-Value,Social Media,Spring,Mid Value,52.44
2024-11,Product Affinity Score,South,Beer,High-Value,SMS,Fall,Low Value,121
2024-11,Product Affinity Score,South,Beer,High-Value,Direct Mail,Spring,Low Value,88.95
2024-11,Product Affinity Score,South,Beer,Medium-Value,Email,Fall,Mid Value,82.46
2024-11,Product Affinity Score,South,Beer,Medium-Value,Social Media,Summer,High Value,59.3
2024-11,Product Affinity Score,South,Beer,Medium-Value,SMS,Fall,Low Value,159.16
2024-11,Product Affinity Score,South,Beer,Medium-Value,Direct Mail,Winter,Low Value,107.84
2024-11,Product Affinity Score,South,Beer,Low-Value,Email,Summer,Low Value,57.23
2024-11,Product Affinity Score,South,Beer,Low-Value,Social Media,Fall,Low Value,111.14
2024-11,Product Affinity Score,South,Beer,Low-Value,SMS,Fall,High Value,101.09
2024-11,Product Affinity Score,South,Beer,Low-Value,Direct Mail,Fall,Mid Value,56.04
2024-11,Product Affinity Score,South,Wine,High-Value,Email,Summer,Low Value,130.83
2024-11,Product Affinity Score,South,Wine,High-Value,Social Media,Fall,Low Value,70.3
2024-11,Product Affinity Score,South,Wine,High-Value,SMS,Summer,Low Value,84.25
2024-11,Product Affinity Score,South,Wine,High-Value,Direct Mail,Winter,High Value,57.17
2024-11,Product Affinity Score,South,Wine,Medium-Value,Email,Fall,Mid Value,109.71
2024-11,Product Affinity Score,South,Wine,Medium-Value,Social Media,Winter,Low Value,127.14
2024-11,Product Affinity Score,South,Wine,Medium-Value,SMS,Winter,Low Value,51.81
2024-11,Product Affinity Score,South,Wine,Medium-Value,Direct Mail,Fall,Mid Value,99.15
2024-11,Product Affinity Score,South,Wine,Low-Value,Email,Summer,Low Value,149.57
2024-11,Product Affinity Score,South,Wine,Low-Value,Social Media,Winter,Mid Value,79.25
2024-11,Product Affinity Score,South,Wine,Low-Value,SMS,Fall,Mid Value,81.65
2024-11,Product Affinity Score,South,Wine,Low-Value,Direct Mail,Spring,Low Value,143.03
2024-11,Product Affinity Score,South,Spirits,High-Value,Email,Summer,High Value,130.56
2024-11,Product Affinity Score,South,Spirits,High-Value,Social Media,Winter,Mid Value,89.66
2024-11,Product Affinity Score,South,Spirits,High-Value,SMS,Spring,Mid Value,101.04
2024-11,Product Affinity Score,South,Spirits,High-Value,Direct Mail,Fall,Low Value,117.24
2024-11,Product Affinity Score,South,Spirits,Medium-Value,Email,Spring,Mid Value,82.48
2024-11,Product Affinity Score,South,Spirits,Medium-Value,Social Media,Summer,Mid Value,117.85
2024-11,Product Affinity Score,South,Spirits,Medium-Value,SMS,Summer,High Value,77.11
2024-11,Product Affinity Score,South,Spirits,Medium-Value,Direct Mail,Winter,Mid Value,147.14
2024-11,Product Affinity Score,South,Spirits,Low-Value,Email,Spring,High Value,66.05
2024-11,Product Affinity Score,South,Spirits,Low-Value,Social Media,Summer,Low Value,88.78
2024-11,Product Affinity Score,South,Spirits,Low-Value,SMS,Summer,High Value,138.86
2024-11,Product Affinity Score,South,Spirits,Low-Value,Direct Mail,Spring,High Value,106.86
2024-11,Product Affinity Score,South,Non-Alcoholic,High-Value,Email,Winter,Low Value,135.9
2024-11,Product Affinity Score,South,Non-Alcoholic,High-Value,Social Media,Winter,High Value,54.42
2024-11,Product Affinity Score,South,Non-Alcoholic,High-Value,SMS,Fall,Low Value,103.12
2024-11,Product Affinity Score,South,Non-Alcoholic,High-Value,Direct Mail,Spring,High Value,89.24
2024-11,Product Affinity Score,South,Non-Alcoholic,Medium-Value,Email,Fall,Mid Value,56.46
2024-11,Product Affinity Score,South,Non-Alcoholic,Medium-Value,Social Media,Summer,Low Value,77.33
2024-11,Product Affinity Score,South,Non-Alcoholic,Medium-Value,SMS,Winter,High Value,50.81
2024-11,Product Affinity Score,South,Non-Alcoholic,Medium-Value,Direct Mail,Winter,Mid Value,145.48
2024-11,Product Affinity Score,South,Non-Alcoholic,Low-Value,Email,Summer,Mid Value,123.36
2024-11,Product Affinity Score,South,Non-Alcoholic,Low-Value,Social Media,Spring,Low Value,70.91
